Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Non-Travel,675.0,Research & Development,5,2,Life Sciences,1,369,2,Male,85.0,4,2,Healthcare Representative,1,Divorced,4000,18384,2.51490724816329,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
54,No,Travel_Rarely,397.0,Human Resources,19,4,Medical,1,698,3,Male,88.0,3,3,Human Resources,2,Married,10725,6729,7.1099773050852075,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
35,No,Travel_Rarely,,Research & Development,9,4,Life Sciences,1,496,3,Male,97.0,2,2,Healthcare Representative,2,Single,6540,19394,4.2660729613261745,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
43,No,Travel_Frequently,,Research & Development,10,4,Life Sciences,1,448,3,Female,82.0,2,2,Laboratory Technician,3,Divorced,5257,6227,5.567636101938089,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
55,No,Non-Travel,444.0,Research & Development,2,1,Medical,1,1074,3,Male,,2,4,Manager,1,Single,16756,17323,14.76112063386988,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
33,No,Travel_Rarely,,Research & Development,4,4,Medical,1,305,3,Female,47.0,2,1,Research Scientist,2,Married,2622,13248,2.18139029460595,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
35,Yes,Travel_Rarely,303.0,Sales,27,3,Life Sciences,1,1797,3,Male,84.0,3,2,Sales Executive,4,Single,5813,13492,3.764434123182114,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
55,No,Travel_Frequently,1091.0,Research & Development,2,1,Life Sciences,1,1096,4,Male,65.0,3,3,Manufacturing Director,2,Married,10976,15813,12.57717398834787,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
30,Yes,Travel_Frequently,464.0,Research & Development,4,3,Technical Degree,1,514,3,Male,,3,1,Research Scientist,4,Single,2285,3427,1.091909492225057,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
30,No,Travel_Frequently,160.0,Research & Development,3,3,Medical,1,680,3,Female,71.0,3,1,Research Scientist,3,Divorced,2083,22653,0.6858424613825204,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
37,No,Non-Travel,1413.0,Research & Development,5,2,Technical Degree,1,1440,3,Male,84.0,4,1,Laboratory Technician,3,Single,3500,25470,2.426093513337446,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
33,No,Travel_Frequently,553.0,Research & Development,5,4,Life Sciences,1,428,4,Female,74.0,3,3,Manager,2,Married,11878,23364,6.385188464913784,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
31,No,Travel_Rarely,1398.0,Human Resources,8,2,Medical,1,1461,4,Female,96.0,4,1,Human Resources,2,Single,2109,24609,3.788311502683952,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
53,No,Travel_Rarely,868.0,Sales,8,3,Marketing,1,897,1,Male,73.0,3,4,Sales Executive,4,Married,11836,22789,12.942936485282768,Y,No,14,3,3,80,1,28,3,3,2,0,2,2
53,Yes,Travel_Rarely,607.0,Research & Development,2,5,Technical Degree,1,1572,3,Female,78.0,2,3,Manufacturing Director,4,Married,10169,14618,18.005275168848414,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
36,No,Travel_Frequently,688.0,Research & Development,4,2,Life Sciences,1,2025,4,Female,97.0,3,2,Manufacturing Director,2,Divorced,5131,9192,8.45086616624448,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
49,No,Travel_Rarely,,Research & Development,7,3,Other,1,499,2,Male,31.0,2,3,Healthcare Representative,3,Single,10965,12066,13.447461023198551,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
30,No,Travel_Rarely,,Research & Development,20,3,Other,1,1084,3,Male,85.0,3,2,Manufacturing Director,1,Married,9957,9096,2.493339316902951,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
19,Yes,Travel_Rarely,419.0,Sales,21,3,Other,1,959,4,Male,37.0,2,1,Sales Representative,2,Single,2121,9947,1.58148729244824,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0
49,No,Travel_Frequently,,Sales,2,3,Medical,1,2065,4,Male,63.0,2,2,Sales Executive,2,Married,5390,13243,8.445471310945775,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
35,No,Travel_Rarely,1296.0,Research & Development,5,4,Technical Degree,1,464,3,Male,62.0,3,3,Manufacturing Director,2,Single,8095,18264,9.302072548644475,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
28,Yes,Travel_Rarely,,Research & Development,1,2,Life Sciences,1,741,1,Female,67.0,1,1,Research Scientist,2,Single,2216,3872,3.737236082948403,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
47,No,Travel_Rarely,,Human Resources,26,4,Life Sciences,1,1625,4,Female,98.0,3,5,Manager,3,Married,19658,5220,14.775483683329378,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
34,No,Travel_Rarely,,Research & Development,19,3,Life Sciences,1,1701,2,Female,35.0,2,1,Research Scientist,4,Married,2929,20338,4.004408051126948,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
51,No,Travel_Frequently,968.0,Research & Development,6,2,Medical,1,1297,2,Female,40.0,2,1,Laboratory Technician,3,Single,2838,4257,2.6848476789787923,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
45,No,Travel_Rarely,538.0,Research & Development,1,4,Technical Degree,1,1553,1,Male,66.0,3,3,Healthcare Representative,2,Divorced,7441,20933,3.622993555792842,Y,No,12,3,1,80,3,10,4,3,10,8,7,7
25,Yes,Travel_Rarely,383.0,Sales,9,2,Life Sciences,1,1439,1,Male,68.0,2,1,Sales Representative,1,Married,4400,15182,1.5242926277530855,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
35,No,Travel_Rarely,287.0,Research & Development,1,4,Life Sciences,1,2052,3,Female,62.0,1,1,Research Scientist,4,Married,2977,8952,1.3705566064135999,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
30,No,Non-Travel,,Research & Development,9,2,Medical,1,1298,3,Female,72.0,3,2,Manufacturing Director,3,Single,4695,12858,4.510375143412377,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
38,No,Travel_Frequently,,Research & Development,7,3,Life Sciences,1,1382,4,Male,57.0,4,1,Research Scientist,3,Divorced,2610,15748,1.9746295779497456,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
30,Yes,Travel_Frequently,334.0,Sales,26,4,Marketing,1,299,3,Female,52.0,2,2,Sales Executive,1,Single,6696,22967,2.4606040160811316,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
58,No,Travel_Rarely,,Research & Development,1,3,Medical,1,1423,4,Female,76.0,3,5,Research Director,1,Married,19701,22456,17.420572142434576,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
30,No,Travel_Rarely,946.0,Research & Development,2,3,Medical,1,833,3,Female,52.0,2,2,Manufacturing Director,4,Single,6877,20234,5.137811547414768,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
45,Yes,Travel_Frequently,306.0,Sales,26,4,Life Sciences,1,684,1,Female,100.0,3,2,Sales Executive,1,Married,4286,5630,3.0182994910791687,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
29,No,Travel_Frequently,,Research & Development,10,3,Life Sciences,1,1143,4,Female,61.0,3,1,Research Scientist,2,Divorced,3291,17940,3.598821423632322,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
38,No,Non-Travel,1336.0,Human Resources,2,3,Human Resources,1,1805,1,Male,100.0,3,1,Human Resources,2,Divorced,2592,7129,5.968761671927164,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
31,No,Travel_Frequently,793.0,Sales,20,3,Life Sciences,1,1135,3,Male,67.0,4,1,Sales Representative,4,Married,2791,21981,0.5273390660152875,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
34,No,Travel_Rarely,735.0,Sales,3,1,Medical,1,1915,4,Female,75.0,2,2,Sales Executive,4,Married,8103,16495,2.136433088485859,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1
44,Yes,Travel_Rarely,935.0,Research & Development,3,3,Life Sciences,1,1333,1,Male,,3,1,Laboratory Technician,1,Married,2362,14669,4.849281337120977,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
39,No,Travel_Rarely,,Research & Development,10,1,Medical,1,429,3,Male,99.0,3,4,Manager,1,Married,17068,5355,9.341990442383416,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
28,No,Non-Travel,,Sales,4,3,Medical,1,129,2,Male,43.0,3,2,Sales Executive,3,Married,4221,8863,3.2847031959780786,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
39,No,Travel_Rarely,1383.0,Human Resources,2,3,Life Sciences,1,909,4,Female,42.0,2,2,Human Resources,4,Married,5204,7790,6.322969454685036,Y,No,11,3,3,80,2,13,2,3,5,4,0,4
45,Yes,Travel_Rarely,,Sales,2,3,Marketing,1,1277,1,Female,94.0,1,5,Manager,2,Single,18824,2493,14.175182891861262,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11
43,No,Travel_Rarely,,Research & Development,6,3,Medical,1,1402,1,Female,73.0,2,2,Research Scientist,3,Single,4081,20003,8.74220494022482,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
21,Yes,Travel_Rarely,,Research & Development,10,3,Life Sciences,1,1079,3,Female,36.0,2,1,Laboratory Technician,1,Single,1416,17258,1.0710159787240432,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
54,No,Travel_Rarely,,Research & Development,8,4,Life Sciences,1,578,3,Female,,3,2,Laboratory Technician,3,Single,3780,23428,9.084004629539725,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
24,No,Travel_Rarely,581.0,Research & Development,9,3,Medical,1,1707,3,Male,62.0,4,1,Research Scientist,3,Married,4401,17616,2.7190671056586897,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
33,No,Travel_Rarely,,Human Resources,2,3,Human Resources,1,1207,2,Male,99.0,3,1,Human Resources,3,Married,3600,8429,2.396500798157895,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
32,No,Travel_Rarely,,Research & Development,2,3,Medical,1,1671,4,Male,,3,2,Research Scientist,2,Divorced,5470,25518,4.215973881109292,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
43,No,Non-Travel,343.0,Research & Development,9,3,Life Sciences,1,1813,1,Male,52.0,3,1,Research Scientist,3,Single,2438,24978,3.191617496754507,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
32,No,Travel_Rarely,117.0,Sales,13,4,Life Sciences,1,859,2,Male,73.0,3,2,Sales Executive,4,Divorced,4403,9250,3.298143310601302,Y,No,11,3,3,80,1,8,3,2,5,2,0,3
32,No,Travel_Rarely,,Research & Development,4,3,Life Sciences,1,830,3,Female,98.0,2,2,Manufacturing Director,3,Married,6162,19124,6.6178173099725095,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
27,No,Travel_Rarely,,Research & Development,9,3,Medical,1,260,4,Female,99.0,3,1,Research Scientist,2,Single,2279,11781,1.3469757799769329,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
32,No,Travel_Frequently,116.0,Research & Development,13,3,Other,1,1234,3,Female,77.0,2,1,Laboratory Technician,2,Married,2743,7331,0.13580379447733149,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
24,Yes,Travel_Rarely,813.0,Research & Development,1,3,Medical,1,45,2,Male,61.0,3,1,Research Scientist,4,Married,2293,3020,4.02669616103687,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
33,No,Travel_Rarely,501.0,Research & Development,15,2,Medical,1,2009,2,Female,95.0,3,2,Healthcare Representative,4,Married,4878,21653,5.165120599623915,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
39,No,Travel_Rarely,,Sales,2,5,Life Sciences,1,985,1,Male,41.0,4,3,Sales Executive,3,Single,7880,2560,4.367247446324479,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
42,No,Travel_Rarely,810.0,Research & Development,23,5,Life Sciences,1,468,1,Female,44.0,3,4,Research Director,4,Single,15992,15901,6.558111301529392,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
44,No,Travel_Rarely,1448.0,Sales,28,3,Medical,1,1039,4,Female,53.0,4,4,Sales Executive,4,Married,13320,11737,10.60937738814176,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
31,No,Non-Travel,,Research & Development,5,3,Medical,1,2057,2,Male,74.0,3,2,Manufacturing Director,1,Single,9936,3787,2.6521067626796273,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
33,No,Travel_Rarely,654.0,Research & Development,5,3,Life Sciences,1,1099,4,Male,34.0,2,3,Healthcare Representative,4,Divorced,7119,21214,4.902472100742662,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
43,No,Travel_Rarely,1034.0,Sales,16,3,Marketing,1,327,4,Female,,3,4,Manager,4,Married,16064,7744,9.699225806532876,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
31,No,Travel_Frequently,1125.0,Research & Development,1,3,Life Sciences,1,1956,4,Male,48.0,1,2,Research Scientist,1,Married,5003,5771,4.62914006882131,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
31,No,Travel_Rarely,,Research & Development,1,2,Life Sciences,1,530,4,Male,98.0,2,1,Laboratory Technician,1,Married,2218,16193,1.6331366809403856,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
30,Yes,Travel_Rarely,138.0,Research & Development,22,3,Life Sciences,1,1004,1,Female,48.0,3,1,Research Scientist,3,Married,2132,11539,3.9918075549131355,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
33,Yes,Travel_Rarely,1017.0,Research & Development,25,3,Medical,1,1108,1,Male,,2,1,Research Scientist,2,Single,2313,2993,2.1358945256668465,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
25,No,Travel_Rarely,1280.0,Research & Development,7,1,Medical,1,143,4,Male,64.0,2,1,Research Scientist,4,Married,2889,26897,0.5521501857242608,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
49,No,Non-Travel,1002.0,Research & Development,18,4,Life Sciences,1,275,4,Male,92.0,3,2,Manufacturing Director,4,Divorced,6804,23793,2.512860187917795,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
55,No,Travel_Rarely,836.0,Research & Development,8,3,Medical,1,84,4,Female,33.0,3,4,Manager,3,Divorced,14756,19730,10.515457800236325,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2
40,No,Travel_Rarely,,Sales,2,2,Marketing,1,1986,2,Female,92.0,3,2,Sales Executive,2,Married,5677,4258,6.423122690646869,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
38,No,Travel_Rarely,1009.0,Sales,2,2,Life Sciences,1,1355,2,Female,31.0,3,2,Sales Executive,1,Divorced,6893,19461,5.807884381499584,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
54,No,Travel_Rarely,431.0,Research & Development,7,4,Medical,1,1830,4,Female,68.0,3,2,Research Scientist,4,Married,6854,15696,7.475265077816228,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
30,No,Travel_Rarely,921.0,Research & Development,1,3,Life Sciences,1,806,4,Male,38.0,1,1,Laboratory Technician,3,Married,3833,24375,4.869168257440054,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
40,Yes,Travel_Rarely,676.0,Research & Development,9,4,Life Sciences,1,1534,4,Male,86.0,3,1,Laboratory Technician,1,Single,2018,21831,6.678109155346439,Y,No,14,3,2,80,0,15,3,1,5,4,1,0
35,No,Travel_Rarely,,Research & Development,8,1,Life Sciences,1,63,4,Male,36.0,4,1,Laboratory Technician,4,Married,2269,4892,-0.5427092285058457,Y,No,19,3,4,80,0,1,2,3,1,0,0,1
36,No,Travel_Rarely,172.0,Research & Development,4,4,Life Sciences,1,1435,1,Male,37.0,2,2,Laboratory Technician,4,Single,5810,22604,6.026970526856091,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
55,Yes,Travel_Rarely,,Research & Development,2,3,Medical,1,787,4,Male,78.0,3,5,Manager,1,Married,19859,21199,10.846970794625879,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
35,No,Travel_Rarely,,Sales,1,4,Marketing,1,100,3,Male,32.0,2,2,Sales Executive,1,Single,4312,23016,7.8618172545293925,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
32,No,Travel_Rarely,827.0,Research & Development,1,1,Life Sciences,1,134,4,Male,71.0,3,1,Research Scientist,1,Single,2956,15178,-0.023963263107007693,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
34,No,Travel_Rarely,,Research & Development,29,3,Medical,1,1377,2,Male,86.0,3,2,Laboratory Technician,3,Married,5429,17491,3.06412342696397,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
37,No,Travel_Rarely,1462.0,Research & Development,11,3,Medical,1,1411,1,Female,94.0,3,1,Laboratory Technician,3,Single,3629,19106,1.9645841006679103,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
31,Yes,Travel_Rarely,330.0,Research & Development,22,4,Medical,1,1389,4,Male,98.0,3,2,Manufacturing Director,3,Married,6179,21057,4.456307668257189,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
31,No,Travel_Rarely,196.0,Sales,29,4,Marketing,1,1784,1,Female,91.0,2,2,Sales Executive,4,Married,5468,13402,8.110095731507528,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
31,No,Travel_Frequently,,Research & Development,3,4,Medical,1,337,2,Male,73.0,3,3,Research Director,3,Divorced,13675,13523,3.81143592657656,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
48,No,Travel_Rarely,,Sales,29,1,Medical,1,473,1,Female,91.0,3,3,Manager,3,Married,12504,23978,5.134031665965035,Y,No,21,4,2,80,1,15,3,1,0,0,0,0
29,Yes,Travel_Frequently,,Sales,13,3,Technical Degree,1,1487,1,Female,51.0,3,2,Sales Executive,2,Single,5765,17485,3.505818536915894,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
34,No,Travel_Rarely,167.0,Research & Development,8,5,Life Sciences,1,775,2,Female,32.0,3,2,Manufacturing Director,1,Divorced,5121,4187,1.8372196725577177,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
25,No,Travel_Rarely,883.0,Sales,26,1,Medical,1,781,3,Female,32.0,3,2,Sales Executive,4,Single,6180,22807,4.246840009104702,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
30,No,Travel_Rarely,,Research & Development,1,3,Medical,1,1241,4,Male,63.0,3,1,Research Scientist,2,Married,3579,9369,5.292957300839092,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
54,No,Travel_Rarely,1217.0,Research & Development,2,4,Technical Degree,1,126,1,Female,60.0,3,3,Research Director,3,Married,13549,24001,7.275483961155345,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
36,No,Travel_Frequently,,Research & Development,3,2,Medical,1,238,4,Male,30.0,3,1,Laboratory Technician,2,Single,2088,15062,6.2288215057938645,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
46,No,Travel_Rarely,,Research & Development,2,4,Technical Degree,1,1228,4,Male,60.0,3,2,Manufacturing Director,4,Divorced,7379,17433,7.07317682321436,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
57,No,Travel_Rarely,,Sales,29,3,Marketing,1,568,1,Male,,2,4,Manager,4,Divorced,14118,22102,16.354393548298056,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
33,No,Travel_Rarely,,Research & Development,5,4,Life Sciences,1,338,3,Female,63.0,2,1,Research Scientist,4,Married,2911,14776,0.647858626317134,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
37,No,Travel_Rarely,,Sales,16,4,Marketing,1,868,4,Male,66.0,2,2,Sales Executive,3,Divorced,6334,24558,5.162940059389538,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
27,Yes,Travel_Rarely,,Research & Development,17,4,Life Sciences,1,1405,4,Female,51.0,3,1,Research Scientist,3,Single,2394,25681,5.586195858655829,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
54,No,Travel_Frequently,1050.0,Research & Development,11,4,Medical,1,1520,2,Female,87.0,3,4,Manager,4,Divorced,16032,24456,13.153710003490206,Y,No,20,4,1,80,1,26,2,3,14,9,1,12
53,No,Travel_Rarely,,Research & Development,13,2,Medical,1,250,4,Female,57.0,4,2,Manufacturing Director,1,Divorced,4450,26250,2.174561044367524,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
50,No,Travel_Rarely,,Research & Development,1,3,Medical,1,249,3,Male,86.0,2,1,Laboratory Technician,3,Married,3690,3425,2.634698150733094,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
37,No,Travel_Rarely,,Sales,3,3,Life Sciences,1,152,3,Male,87.0,3,3,Sales Executive,4,Single,7428,14506,5.752635146620396,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
38,No,Travel_Frequently,1444.0,Human Resources,1,4,Other,1,1972,4,Male,88.0,3,1,Human Resources,2,Married,2991,5224,4.4003586904017125,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
42,No,Non-Travel,179.0,Human Resources,2,5,Medical,1,1231,4,Male,79.0,4,2,Human Resources,1,Married,6272,12858,4.407460294398202,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
49,No,Travel_Rarely,1495.0,Research & Development,5,4,Technical Degree,1,1473,1,Male,96.0,3,2,Healthcare Representative,3,Married,6651,21534,8.353466610522283,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
37,Yes,Travel_Rarely,,Sales,1,4,Life Sciences,1,970,1,Male,46.0,2,3,Sales Executive,3,Married,10609,14922,7.143131539782234,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
27,No,Non-Travel,,Research & Development,8,5,Life Sciences,1,1094,1,Male,87.0,1,1,Laboratory Technician,3,Married,4621,5869,1.6290957699693172,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
39,Yes,Travel_Rarely,895.0,Sales,5,3,Technical Degree,1,42,4,Male,56.0,3,2,Sales Representative,4,Married,2086,3335,9.274133880369977,Y,No,14,3,3,80,1,19,6,4,1,0,0,0
37,No,Travel_Rarely,1470.0,Research & Development,10,3,Medical,1,1640,2,Female,71.0,3,1,Research Scientist,2,Married,3936,9953,4.936910739786842,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
44,No,Travel_Frequently,,Research & Development,2,1,Medical,1,1496,2,Male,86.0,3,3,Manufacturing Director,3,Single,10209,19719,8.796179994519788,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
52,Yes,Travel_Rarely,723.0,Research & Development,8,4,Medical,1,433,3,Male,85.0,2,2,Research Scientist,2,Married,4941,17747,5.853139535484849,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
22,No,Travel_Rarely,1136.0,Research & Development,5,3,Life Sciences,1,284,4,Male,60.0,4,1,Research Scientist,2,Divorced,2328,12392,2.197289360209358,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
31,No,Non-Travel,697.0,Research & Development,10,3,Medical,1,1979,3,Female,40.0,3,3,Research Director,3,Married,11031,26862,7.413018966405066,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
37,No,Travel_Rarely,,Sales,2,3,Marketing,1,656,4,Male,75.0,3,2,Sales Executive,3,Married,9602,3010,8.76531154450798,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
43,No,Travel_Rarely,1273.0,Research & Development,2,2,Medical,1,46,4,Female,72.0,4,1,Research Scientist,3,Divorced,2645,21923,3.1300837921391143,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
41,No,Travel_Rarely,,Sales,4,1,Marketing,1,1815,3,Female,81.0,3,3,Sales Executive,3,Divorced,10447,26458,12.717017498854597,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
24,Yes,Travel_Frequently,1287.0,Research & Development,7,3,Life Sciences,1,647,1,Female,55.0,3,1,Laboratory Technician,3,Married,2886,14168,2.923735576749959,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
32,Yes,Travel_Rarely,1089.0,Research & Development,7,2,Life Sciences,1,1309,4,Male,79.0,3,2,Laboratory Technician,3,Married,4883,22845,5.4972735432094,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
31,Yes,Travel_Rarely,249.0,Sales,6,4,Life Sciences,1,163,2,Male,76.0,1,2,Sales Executive,3,Married,6172,20739,6.565283079032179,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
48,No,Travel_Rarely,277.0,Research & Development,6,3,Life Sciences,1,1022,1,Male,97.0,2,2,Healthcare Representative,3,Single,4240,13119,10.20313051805754,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
27,No,Travel_Rarely,,Research & Development,4,2,Life Sciences,1,1259,1,Male,76.0,3,1,Research Scientist,3,Divorced,2517,3208,4.833564506049644,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
42,No,Non-Travel,926.0,Research & Development,21,2,Medical,1,270,3,Female,36.0,3,2,Manufacturing Director,3,Divorced,5265,16439,6.609216105248278,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
28,No,Travel_Rarely,304.0,Sales,9,4,Life Sciences,1,498,2,Male,92.0,3,2,Sales Executive,4,Single,5253,20750,3.6947697896643206,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
32,No,Travel_Rarely,120.0,Research & Development,6,5,Life Sciences,1,231,3,Male,43.0,3,1,Research Scientist,3,Single,3038,12430,4.3626404425728245,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
46,No,Travel_Rarely,1319.0,Sales,3,3,Technical Degree,1,1863,1,Female,45.0,4,4,Sales Executive,1,Divorced,13225,7739,13.947649210389454,Y,No,12,3,4,80,1,25,5,3,19,17,2,8
40,No,Travel_Frequently,692.0,Research & Development,11,3,Technical Degree,1,1985,4,Female,73.0,3,2,Laboratory Technician,3,Married,6323,26849,4.995683501069197,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
40,No,Travel_Rarely,,Research & Development,1,3,Life Sciences,1,1822,3,Female,,3,2,Healthcare Representative,4,Divorced,6513,9060,5.034511306857382,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
41,No,Travel_Rarely,,Research & Development,5,3,Life Sciences,1,1814,2,Male,85.0,4,2,Healthcare Representative,2,Single,6870,15530,7.0222654388044194,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
25,No,Travel_Rarely,,Research & Development,1,3,Technical Degree,1,1415,1,Male,81.0,3,1,Laboratory Technician,4,Married,3229,4910,4.104086778714309,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
26,Yes,Travel_Rarely,,Research & Development,25,3,Life Sciences,1,55,1,Male,48.0,1,1,Laboratory Technician,3,Single,2293,10558,0.2316517551711212,Y,No,12,3,3,80,0,1,2,2,1,0,0,1
56,Yes,Travel_Rarely,310.0,Research & Development,7,2,Technical Degree,1,2032,4,Male,72.0,3,1,Laboratory Technician,3,Married,2339,3666,7.293421671274539,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
45,No,Travel_Rarely,930.0,Sales,9,3,Marketing,1,864,4,Male,74.0,3,3,Sales Executive,1,Divorced,10761,19239,7.286500740054958,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
